"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-01-01 ~ 2024-09-28"
"실거래구분 : 연립다세대(전월세)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 서대문구"
"읍면동 : 북가좌동"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","건물명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"139","서울특별시 서대문구 북가좌동","5-62","0005","0062","하나아트빌","월세","51.9500","202407","06","7,000","40","1","2002","증가로20나길 8-6","202407~202607","갱신","-","7,000","30","연립다세대"
"140","서울특별시 서대문구 북가좌동","320-17","0320","0017","거성빌라(320-17)","전세","37.9800","202407","05","12,500","0","4","1993","거북골로22길 39-1","202409~202609","신규","-","","","연립다세대"
"141","서울특별시 서대문구 북가좌동","3-81","0003","0081","(3-81)","전세","40.9000","202407","05","11,590","0","2","1986","증가로24바길 32","202408~202608","신규","-","","","연립다세대"
"142","서울특별시 서대문구 북가좌동","320-17","0320","0017","거성빌라(320-17)","전세","37.9800","202407","05","11,000","0","4","1993","거북골로22길 39-1","202409~202609","신규","-","","","연립다세대"
"143","서울특별시 서대문구 북가좌동","283-13","0283","0013","(283-13)","월세","28.4000","202407","05","7,400","5","1","1990","증가로24길 8","202407~202607","신규","-","","","연립다세대"
"144","서울특별시 서대문구 북가좌동","328-29","0328","0029","LG빌라(328-29)","월세","44.6200","202407","04","16,800","25","4","2008","증가로29길 20-36","202408~202608","신규","-","","","연립다세대"
"145","서울특별시 서대문구 북가좌동","5-124","0005","0124","상일아트빌(5-124)","전세","28.7400","202407","04","23,000","0","4","2016","명지대3길 47-6","202408~202608","신규","-","","","연립다세대"
"146","서울특별시 서대문구 북가좌동","295-44","0295","0044","(295-44)","전세","77.6200","202407","03","28,000","0","3","1995","증가로23나길 15","202407~202607","신규","-","","","연립다세대"
"147","서울특별시 서대문구 북가좌동","294-23","0294","0023","동인쉐르빌","전세","40.7700","202407","02","29,000","0","5","2022","증가로25길 17","202408~202608","신규","-","","","연립다세대"
"148","서울특별시 서대문구 북가좌동","277-3","0277","0003","LG타운(277-3)","월세","44.8400","202407","02","14,000","25","2","2006","증가로28길 33-2","202407~202607","신규","-","","","연립다세대"
"149","서울특별시 서대문구 북가좌동","325-4","0325","0004","명지빌라트","전세","33.6000","202407","02","16,000","0","5","2002","증가로29길 20-29","202408~202608","신규","-","","","연립다세대"
"150","서울특별시 서대문구 북가좌동","327-12","0327","0012","주현주택","월세","29.4600","202406","29","22,000","20","5","2019","응암로 101","202407~202607","신규","-","","","연립다세대"
"151","서울특별시 서대문구 북가좌동","315-34","0315","0034","한오빌라","월세","35.2400","202406","28","7,000","10","-1","1993","거북골로20길 23-13","202408~202608","신규","-","","","연립다세대"
"152","서울특별시 서대문구 북가좌동","347-42","0347","0042","영주아트빌(347-42)","전세","36.0500","202406","27","19,000","0","1","2014","거북골로24길 5","202408~202608","갱신","-","22,000","0","연립다세대"
"153","서울특별시 서대문구 북가좌동","368-3","0368","0003","목인빌리지","전세","35.7700","202406","27","13,000","0","1","2004","거북골로21길 22-19","202407~202607","신규","-","","","연립다세대"
"154","서울특별시 서대문구 북가좌동","341-1","0341","0001","명지베스트빌","월세","38.9400","202406","26","12,900","10","4","2002","증가로32길 47","202408~202608","신규","-","","","연립다세대"
"155","서울특별시 서대문구 북가좌동","3-4","0003","0004","첸스빌","월세","37.9600","202406","26","3,000","80","2","2013","증가로12나길 104","202407~202607","신규","-","","","연립다세대"
"156","서울특별시 서대문구 북가좌동","1-3","0001","0003","신풍","전세","47.4400","202406","26","14,000","0","2","1982","증가로20길 68-20","202408~202608","신규","-","","","연립다세대"
"157","서울특별시 서대문구 북가좌동","369-5","0369","0005","삼성빌라(B동)","전세","61.6200","202406","25","20,000","0","1","1993","거북골로23길 43","202408~202608","신규","-","","","연립다세대"
"158","서울특별시 서대문구 북가좌동","338-4","0338","0004","만민하늘애","월세","27.2800","202406","25","21,000","22","3","2018","증가로32안길 49","202409~202609","갱신","-","21,500","20","연립다세대"
"159","서울특별시 서대문구 북가좌동","383-11","0383","0011","프렌치빌라","월세","45.0900","202406","25","2,000","100","2","2003","수색로10길 6-4","202407~202607","신규","-","","","연립다세대"
"160","서울특별시 서대문구 북가좌동","369-5","0369","0005","삼성빌라(B동)","전세","61.6200","202406","25","20,000","0","1","1993","거북골로23길 43","202408~202508","신규","-","","","연립다세대"
"161","서울특별시 서대문구 북가좌동","369-5","0369","0005","삼성빌라(B동)","전세","61.6200","202406","25","20,000","0","1","1993","거북골로23길 43","202408~202508","신규","-","","","연립다세대"
"162","서울특별시 서대문구 북가좌동","369-5","0369","0005","삼성빌라(B동)","전세","61.6200","202406","25","20,000","0","1","1993","거북골로23길 43","202408~202508","신규","-","","","연립다세대"
"163","서울특별시 서대문구 북가좌동","308-21","0308","0021","대명빌라(308-21)","월세","54.2600","202406","24","3,000","80","1","2001","응암로 67-4","202408~202608","신규","-","","","연립다세대"
"164","서울특별시 서대문구 북가좌동","293-12","0293","0012","(293-12)","월세","20.5300","202406","24","2,500","42","2","2012","증가로25길 22","202408~202608","신규","-","","","연립다세대"
"165","서울특별시 서대문구 북가좌동","307-26","0307","0026","(307-26)","월세","51.2100","202406","24","3,000","100","4","2006","거북골로20길 18-2","202407~202507","신규","-","","","연립다세대"
"166","서울특별시 서대문구 북가좌동","307-26","0307","0026","(307-26)","월세","51.2100","202406","24","5,000","70","4","2006","거북골로20길 18-2","202407~202607","신규","-","","","연립다세대"
"167","서울특별시 서대문구 북가좌동","74-175","0074","0175","(74-175)","전세","37.0500","202406","24","13,000","0","2","1986","증가로23다길 35","202407~202607","신규","-","","","연립다세대"
"168","서울특별시 서대문구 북가좌동","276-23","0276","0023","태성하이츠빌","월세","67.1300","202406","22","4,000","70","4","2003","증가로24나길 51","202406~202510","갱신","-","4,000","70","연립다세대"
"169","서울특별시 서대문구 북가좌동","327-12","0327","0012","주현주택","월세","28.6500","202406","22","21,600","20","4","2019","응암로 101","202408~202608","신규","-","","","연립다세대"
"170","서울특별시 서대문구 북가좌동","296-26","0296","0026","동진홈타운(296-26)","월세","23.8700","202406","22","2,000","55","2","2013","증가로21길 30","202407~202607","신규","-","","","연립다세대"
"171","서울특별시 서대문구 북가좌동","297-2","0297","0002","유원파크빌","월세","55.4400","202406","22","19,000","15","4","2001","증가로23길 39","202408~202608","신규","-","","","연립다세대"
"172","서울특별시 서대문구 북가좌동","74-68","0074","0068","샬롬빌라","월세","43.2400","202406","22","500","45","-1","1994","거북골로14라길 9","202406~202606","신규","-","","","연립다세대"
"173","서울특별시 서대문구 북가좌동","448-12","0448","0012","(448-12)","월세","75.9600","202406","21","4,000","15","1","1988","응암로 142-7","202406~202606","신규","-","","","연립다세대"
"174","서울특별시 서대문구 북가좌동","346-8","0346","0008","해피리움","월세","27.8900","202406","21","15,200","20","4","2014","거북골로24길 39","202407~202607","신규","-","","","연립다세대"
"175","서울특별시 서대문구 북가좌동","321-10","0321","0010","신정빌라B동","전세","46.7100","202406","21","19,600","0","5","2004","거북골로22길 49-7","202408~202608","신규","-","","","연립다세대"
"176","서울특별시 서대문구 북가좌동","321-10","0321","0010","신정빌라B동","전세","46.7100","202406","21","20,000","0","5","2004","거북골로22길 49-7","202408~202608","신규","-","","","연립다세대"
"177","서울특별시 서대문구 북가좌동","3-4","0003","0004","첸스빌","전세","36.9900","202406","20","18,000","0","1","2013","증가로12나길 104","202407~202607","신규","-","","","연립다세대"
"178","서울특별시 서대문구 북가좌동","302-33","0302","0033","청우주택","전세","33.0400","202406","19","4,000","0","-1","2001","거북골로18다길 4","202406~202606","신규","-","","","연립다세대"
"179","서울특별시 서대문구 북가좌동","74-185","0074","0185","갑자주택(74-185)","전세","38.7600","202406","19","11,000","0","1","1988","증가로23다길 40","202407~202607","신규","-","","","연립다세대"
"180","서울특별시 서대문구 북가좌동","3-81","0003","0081","(3-81)","전세","40.7600","202406","18","10,400","0","1","1986","증가로24바길 32","202407~202607","신규","-","","","연립다세대"
"181","서울특별시 서대문구 북가좌동","328-54","0328","0054","한결하우스","월세","19.0700","202406","18","1,000","50","2","2015","증가로29길 20-8","202406~202606","신규","-","","","연립다세대"
"182","서울특별시 서대문구 북가좌동","325-25","0325","0025","해밀타운A동","월세","54.9300","202406","17","19,400","20","3","2010","증가로29길 20-27","202407~202607","신규","-","","","연립다세대"
"183","서울특별시 서대문구 북가좌동","289-28","0289","0028","클라인하우제","전세","57.0300","202406","17","26,400","0","2","2017","증가로17길 40","202407~202607","갱신","-","25,200","0","연립다세대"
"184","서울특별시 서대문구 북가좌동","325-25","0325","0025","해밀타운A동","전세","54.9300","202406","17","23,000","0","3","2010","증가로29길 20-27","202407~202607","신규","-","","","연립다세대"
"185","서울특별시 서대문구 북가좌동","3-72","0003","0072","세종파크빌리지(3-72)","월세","43.6600","202406","17","12,000","25","2","2007","증가로24바길 19","202407~202607","신규","-","","","연립다세대"
"186","서울특별시 서대문구 북가좌동","277-7","0277","0007","명타운(277-7)","월세","45.9000","202406","17","1,000","80","1","1994","증가로28안길 28","202407~202607","신규","-","","","연립다세대"
"187","서울특별시 서대문구 북가좌동","378-20","0378","0020","선결아트빌","전세","60.8800","202406","15","25,000","0","2","2002","응암로 37","202410~202610","갱신","-","21,000","0","연립다세대"
"188","서울특별시 서대문구 북가좌동","325-28","0325","0028","해밀타운B동","월세","38.4200","202406","15","12,000","30","4","2010","증가로29길 20-25","202407~202607","신규","-","","","연립다세대"
"189","서울특별시 서대문구 북가좌동","285-6","0285","0006","세방파스빌","월세","44.5900","202406","14","14,500","5","3","2002","증가로17길 11","202407~202607","신규","-","","","연립다세대"
"190","서울특별시 서대문구 북가좌동","2-62","0002","0062","(2-62)","전세","57.2700","202406","13","18,000","0","3","1993","증가로24가길 35","202406~202606","신규","-","","","연립다세대"
"191","서울특별시 서대문구 북가좌동","5-114","0005","0114","현대아트빌(5-114)","전세","68.4200","202406","12","23,000","0","2","2004","증가로24길 20","202411~202610","신규","-","","","연립다세대"
"192","서울특별시 서대문구 북가좌동","310-11","0310","0011","신우에코밸리","월세","37.8200","202406","12","18,500","30","2","2014","거북골로20길 63-10","202407~202607","신규","-","","","연립다세대"
"193","서울특별시 서대문구 북가좌동","75-156","0075","0156","충우주택","전세","41.7700","202406","12","20,000","0","3","2003","거북골로14가길 4","202407~202607","신규","-","","","연립다세대"
"194","서울특별시 서대문구 북가좌동","75-9","0075","0009","훼미리빌라","전세","71.6100","202406","12","18,000","0","1","1992","거북골로14다길 17-3","202407~202607","갱신","-","17,500","0","연립다세대"
"195","서울특별시 서대문구 북가좌동","5-114","0005","0114","현대아트빌(5-114)","전세","68.4200","202406","12","23,000","0","2","2004","증가로24길 20","202411~202611","신규","-","","","연립다세대"
"196","서울특별시 서대문구 북가좌동","274-10","0274","0010","삼중파크","전세","49.2000","202406","11","17,000","0","4","2010","증가로28안길 40-11","202408~202608","갱신","-","19,000","0","연립다세대"
"197","서울특별시 서대문구 북가좌동","327-12","0327","0012","주현주택","월세","29.4600","202406","11","22,300","15","6","2019","응암로 101","202407~202607","신규","-","","","연립다세대"
"198","서울특별시 서대문구 북가좌동","3-67","0003","0067","새움스마트빌","월세","12.3400","202406","11","500","48","4","2013","증가로24라길 26","202407~202607","갱신","-","500","47","연립다세대"
"199","서울특별시 서대문구 북가좌동","303-35","0303","0035","중앙","전세","65.7900","202406","10","12,000","0","2","1979","거북골로18나길 18","202407~202607","갱신","사용","16,000","0","연립다세대"
"200","서울특별시 서대문구 북가좌동","381-17","0381","0017","나라아트빌","전세","58.7200","202406","08","17,600","0","4","2002","수색로8가길 8","202407~202607","갱신","사용","17,500","0","연립다세대"
"201","서울특별시 서대문구 북가좌동","325-32","0325","0032","카리스글로리아","전세","45.6000","202406","08","26,000","0","5","2014","증가로29길 30-12","202408~202608","신규","-","","","연립다세대"
"202","서울특별시 서대문구 북가좌동","367-1","0367","0001","행운아트빌(A동)","전세","43.2600","202406","08","19,150","0","5","2003","거북골로23길 11","202408~202608","신규","-","","","연립다세대"
"203","서울특별시 서대문구 북가좌동","3-126","0003","0126","동화빌라(3-126)","전세","17.9800","202406","07","12,100","0","4","2008","증가로24나길 24-5","202606~202606","신규","-","","","연립다세대"
"204","서울특별시 서대문구 북가좌동","328-46","0328","0046","한양아트빌(328-46)","월세","54.4900","202406","07","20,600","17","3","2009","증가로29길 12-17","202406~202606","갱신","-","20,600","0","연립다세대"
"205","서울특별시 서대문구 북가좌동","281-4","0281","0004","미성샹그릴라","전세","44.0400","202406","07","13,000","0","4","2002","증가로24나길 38","202406~202606","갱신","-","12,000","0","연립다세대"
"206","서울특별시 서대문구 북가좌동","3-127","0003","0127","진성아트빌(3-127)","전세","29.8400","202406","06","23,000","0","4","2015","증가로24나길 26","202407~202607","갱신","-","23,000","0","연립다세대"
"207","서울특별시 서대문구 북가좌동","347-20","0347","0020","한양아트빌","전세","49.6900","202406","06","22,000","0","2","2006","거북골로24길 27-5","202407~202607","신규","-","","","연립다세대"
"208","서울특별시 서대문구 북가좌동","74-89","0074","0089","더플레이스","전세","48.1000","202406","05","20,000","0","4","2019","증가로17길 23-8","202406~202606","신규","-","","","연립다세대"
"209","서울특별시 서대문구 북가좌동","313-19","0313","0019","신안휴먼타운","전세","29.4000","202406","05","24,500","0","4","2019","거북골로20길 43-13","202407~202607","신규","-","","","연립다세대"
"210","서울특별시 서대문구 북가좌동","74-172","0074","0172","(74-172)","전세","34.8500","202406","03","11,500","0","1","1988","증가로21길 37-26","202406~202606","갱신","-","8,900","0","연립다세대"
"211","서울특별시 서대문구 북가좌동","342-18","0342","0018","(342-18)","월세","34.0300","202406","03","2,000","60","1","1986","불광천길 224","202406~202606","신규","-","","","연립다세대"
"212","서울특별시 서대문구 북가좌동","340-30","0340","0030","동우빌라","전세","33.3100","202406","03","6,000","0","-1","1994","증가로32길 67","202408~202607","신규","-","","","연립다세대"
"213","서울특별시 서대문구 북가좌동","74-172","0074","0172","(74-172)","전세","34.8500","202406","03","11,500","0","1","1988","증가로21길 37-26","202406~202606","갱신","-","8,900","0","연립다세대"
"214","서울특별시 서대문구 북가좌동","3-81","0003","0081","(3-81)","월세","40.9000","202406","01","500","55","-1","1986","증가로24바길 32","202406~202606","신규","-","","","연립다세대"
"215","서울특별시 서대문구 북가좌동","280-6","0280","0006","GS빌라(280-6)","월세","29.9700","202406","01","11,450","29","2","2010","증가로26길 17","202407~202607","신규","-","","","연립다세대"
"216","서울특별시 서대문구 북가좌동","329-20","0329","0020","무브빌","월세","15.5000","202406","01","500","45","3","2003","증가로29길 12-30","202406~202606","신규","-","","","연립다세대"
"217","서울특별시 서대문구 북가좌동","3-9","0003","0009","유전그린빌라","전세","65.6100","202405","31","16,000","0","4","1999","증가로12나길 84","202409~202609","신규","-","","","연립다세대"
"218","서울특별시 서대문구 북가좌동","285-4","0285","0004","(285-4)","월세","71.5900","202405","30","10,000","70","2","2002","증가로17길 7","202405~202605","갱신","-","10,000","60","연립다세대"
"219","서울특별시 서대문구 북가좌동","80-119","0080","0119","드림아트빌(80-119)","전세","55.2400","202405","29","18,000","0","4","2002","거북골로18나길 27-8","202407~202607","신규","-","","","연립다세대"
"220","서울특별시 서대문구 북가좌동","5-89","0005","0089","동화빌라(5-89)","전세","55.2400","202405","29","7,000","0","3","2001","증가로12가길 60","202405~202605","신규","-","","","연립다세대"
"221","서울특별시 서대문구 북가좌동","277-28","0277","0028","우성팰리스(277-28)","월세","27.6400","202405","28","8,000","15","-1","2011","증가로28안길 26-6","202406~202606","갱신","-","12,300","0","연립다세대"
"222","서울특별시 서대문구 북가좌동","342-17","0342","0017","(342-17)","월세","34.9200","202405","28","7,200","11","-1","1986","불광천길 220","202407~202607","신규","-","","","연립다세대"
"223","서울특별시 서대문구 북가좌동","380-10","0380","0010","명진쉐르빌","월세","43.5900","202405","27","6,000","50","1","2006","수색로8나길 18-2","202406~202606","갱신","-","6,000","45","연립다세대"
"224","서울특별시 서대문구 북가좌동","329-20","0329","0020","무브빌","월세","34.3100","202405","27","12,000","25","3","2003","증가로29길 12-30","202407~202607","신규","-","","","연립다세대"
"225","서울특별시 서대문구 북가좌동","279-2","0279","0002","진흥하우스","월세","14.1200","202405","27","813","11","4","2014","증가로28길 11","202406~202608","신규","-","","","연립다세대"
"226","서울특별시 서대문구 북가좌동","311-1","0311","0001","(311-1)","월세","14.9700","202405","27","500","45","3","2013","거북골로20길 61","202405~202605","신규","-","","","연립다세대"
"227","서울특별시 서대문구 북가좌동","340-31","0340","0031","수진에코빌","전세","48.0900","202405","27","21,000","0","3","2013","증가로32길 65","202408~202608","갱신","사용","21,000","0","연립다세대"
"228","서울특별시 서대문구 북가좌동","291-34","0291","0034","백산그랜드빌라(나)","전세","63.5700","202405","25","25,000","0","2","1993","증가로 219-8","202408~202608","신규","-","","","연립다세대"
"229","서울특별시 서대문구 북가좌동","3-85","0003","0085","85빌라","전세","60.8900","202405","24","11,500","0","4","2002","증가로24마길 15","202310~202510","갱신","-","11,500","0","연립다세대"
"230","서울특별시 서대문구 북가좌동","344-32","0344","0032","정이빌라","월세","83.5200","202405","24","10,000","100","4","2012","증가로31길 36","202407~202607","신규","-","","","연립다세대"
"231","서울특별시 서대문구 북가좌동","3-85","0003","0085","85빌라","전세","60.8900","202405","24","11,500","0","4","2002","증가로24마길 15","202310~202510","갱신","-","11,500","0","연립다세대"
"232","서울특별시 서대문구 북가좌동","3-85","0003","0085","85빌라","전세","60.8900","202405","24","11,500","0","4","2002","증가로24마길 15","202310~202510","갱신","-","11,500","0","연립다세대"
"233","서울특별시 서대문구 북가좌동","310-11","0310","0011","신우에코밸리","월세","37.9500","202405","22","18,000","30","3","2014","거북골로20길 63-10","202409~202609","신규","-","","","연립다세대"
"234","서울특별시 서대문구 북가좌동","328-14","0328","0014","다인하우스(328-14)","월세","17.5100","202405","22","1,000","50","4","2012","증가로29길 12","202406~202606","신규","-","","","연립다세대"
"235","서울특별시 서대문구 북가좌동","1-3","0001","0003","신풍","전세","60.9300","202405","21","18,000","0","2","1982","증가로20길 68-20","202407~202607","신규","-","","","연립다세대"
"236","서울특별시 서대문구 북가좌동","1-28","0001","0028","해들목휴먼빌(1-28)","월세","28.2100","202405","21","13,000","45","3","2017","증가로20가길 91","202406~202606","신규","-","","","연립다세대"
"237","서울특별시 서대문구 북가좌동","341-15","0341","0015","GS빌라(341-15)","전세","50.6900","202405","21","19,500","0","5","2012","불광천길 250","202407~202607","신규","-","","","연립다세대"
"238","서울특별시 서대문구 북가좌동","328-46","0328","0046","한양아트빌(328-46)","전세","54.4900","202405","21","20,600","0","3","2009","증가로29길 12-17","202406~202606","신규","-","","","연립다세대"
"239","서울특별시 서대문구 북가좌동","328-46","0328","0046","한양아트빌(328-46)","전세","54.4900","202405","21","20,600","0","3","2009","증가로29길 12-17","202406~202606","신규","-","","","연립다세대"
"240","서울특별시 서대문구 북가좌동","328-46","0328","0046","한양아트빌(328-46)","전세","54.4900","202405","21","20,600","0","3","2009","증가로29길 12-17","202405~202605","신규","-","","","연립다세대"
"241","서울특별시 서대문구 북가좌동","328-5","0328","0005","우창파크빌","전세","48.2400","202405","21","20,000","0","3","2006","증가로29길 12-21","202408~202608","신규","-","","","연립다세대"
"242","서울특별시 서대문구 북가좌동","295-2","0295","0002","(295-2)","월세","38.6900","202405","21","7,500","20","-1","1990","증가로23나길 3","202407~202607","신규","-","","","연립다세대"
"243","서울특별시 서대문구 북가좌동","324-2","0324","0002","임창빌라(A동)","월세","36.7800","202405","21","11,000","20","2","1986","증가로29길 30-43","202407~202607","신규","-","","","연립다세대"
"244","서울특별시 서대문구 북가좌동","5-115","0005","0115","백명하이츠빌라(5-115)","전세","56.6600","202405","21","15,800","0","3","1995","증가로20길 7-14","202406~202606","신규","-","","","연립다세대"
"245","서울특별시 서대문구 북가좌동","280-33","0280","0033","세원아트빌라","월세","42.8400","202405","19","11,500","10","2","1994","증가로28길 18-86","202406~202606","신규","-","","","연립다세대"
"246","서울특별시 서대문구 북가좌동","380-1","0380","0001","(380-1)","전세","81.7200","202405","18","25,000","0","3","1998","수색로8길 67","202407~202607","신규","-","","","연립다세대"
"247","서울특별시 서대문구 북가좌동","289-10","0289","0010","성덕수안채","월세","40.1100","202405","18","5,000","70","4","2015","증가로19길 10","202406~202606","신규","-","","","연립다세대"
"248","서울특별시 서대문구 북가좌동","295-29","0295","0029","우미라이프","월세","29.8700","202405","18","2,000","55","3","2015","증가로23길 38","202311~202511","신규","-","","","연립다세대"
"249","서울특별시 서대문구 북가좌동","318-3","0318","0003","수성렉스빌(318-3)","월세","45.0800","202405","18","5,000","100","2","2014","거북골로22길 29-39","202406~202606","신규","-","","","연립다세대"
"250","서울특별시 서대문구 북가좌동","318-3","0318","0003","수성렉스빌(318-3)","월세","45.0800","202405","18","5,000","100","2","2014","거북골로22길 29-39","202406~202606","신규","-","","","연립다세대"
"251","서울특별시 서대문구 북가좌동","331-27","0331","0027","아름채","전세","46.5600","202405","18","16,000","0","5","2014","증가로32안길 23-1","202407~202607","신규","-","","","연립다세대"
"252","서울특별시 서대문구 북가좌동","3-73","0003","0073","세종파크빌리지(3-73)","월세","42.5600","202405","18","3,000","70","4","2007","증가로24바길 17","202406~202606","신규","-","","","연립다세대"
"253","서울특별시 서대문구 북가좌동","380-1","0380","0001","(380-1)","전세","81.7200","202405","18","25,000","0","3","1998","수색로8길 67","202407~202607","신규","-","","","연립다세대"
"254","서울특별시 서대문구 북가좌동","340-35","0340","0035","샤론인텔리안","월세","28.9200","202405","17","13,000","20","5","2013","불광천길 270","202406~202606","신규","-","","","연립다세대"
"255","서울특별시 서대문구 북가좌동","3-110","0003","0110","명지힐하우스","월세","30.1800","202405","16","1,000","45","5","2002","증가로24바길 12","202307~202507","갱신","-","2,000","40","연립다세대"
"256","서울특별시 서대문구 북가좌동","321-22","0321","0022","라클라쎄(321-22)","월세","47.3800","202405","16","23,400","12","3","2016","거북골로22길 39-10","202407~202607","신규","-","","","연립다세대"
"257","서울특별시 서대문구 북가좌동","380-11","0380","0011","행운아트빌","전세","77.0800","202405","16","26,000","0","3","2002","수색로8나길 14","202405~202605","갱신","-","25,000","0","연립다세대"
"258","서울특별시 서대문구 북가좌동","326-10","0326","0010","효림빌리지","월세","75.8500","202405","16","27,000","20","4","2003","증가로29길 23","202407~202607","신규","-","","","연립다세대"
"259","서울특별시 서대문구 북가좌동","342-22","0342","0022","리치빌","전세","61.4800","202405","15","20,000","0","5","2002","불광천길 226","202405~202605","갱신","-","20,000","0","연립다세대"
"260","서울특별시 서대문구 북가좌동","339-37","0339","0037","수성렉스빌","전세","53.9300","202405","15","20,000","0","5","2013","증가로32안길 73-5","202404~202604","신규","-","","","연립다세대"
"261","서울특별시 서대문구 북가좌동","366-9","0366","0009","한양빌라(366-9)","전세","46.4800","202405","15","17,850","0","2","2003","거북골로21길 10-10","202405~202605","갱신","-","17,850","0","연립다세대"
"262","서울특별시 서대문구 북가좌동","3-109","0003","0109","세종빌리지2차(3-109)","월세","38.0000","202405","14","11,600","35","5","2007","증가로24마길 5","202406~202606","신규","-","","","연립다세대"
"263","서울특별시 서대문구 북가좌동","280-34","0280","0034","정우베스트빌","월세","114.1800","202405","13","500","46","5","2003","증가로26길 1","202406~202606","신규","-","","","연립다세대"
"264","서울특별시 서대문구 북가좌동","324-11","0324","0011","청구빌","전세","61.1600","202405","13","21,000","0","4","1993","증가로29길 32","202407~202607","신규","-","","","연립다세대"
"265","서울특별시 서대문구 북가좌동","279-17","0279","0017","삼환청송빌라","월세","53.2400","202405","13","4,000","65","3","1994","증가로28안길 16-2","202405~202805","신규","-","","","연립다세대"
"266","서울특별시 서대문구 북가좌동","315-32","0315","0032","수현아트빌","전세","55.2200","202405","12","27,000","0","5","2014","거북골로20길 23-21","202409~202609","신규","-","","","연립다세대"
"267","서울특별시 서대문구 북가좌동","315-32","0315","0032","수현아트빌","전세","55.2200","202405","12","27,000","0","5","2014","거북골로20길 23-21","202409~202609","신규","-","","","연립다세대"
"268","서울특별시 서대문구 북가좌동","290-12","0290","0012","삼원빌라","월세","37.2400","202405","11","1,000","35","-1","1994","증가로23길 11","202406~202606","신규","-","","","연립다세대"
"269","서울특별시 서대문구 북가좌동","328-40","0328","0040","라클라쎄빌","전세","43.4400","202405","11","20,000","0","3","2016","증가로29길 20-52","202406~202606","신규","-","","","연립다세대"
"270","서울특별시 서대문구 북가좌동","295-2","0295","0002","(295-2)","월세","82.6200","202405","11","3,000","70","1","1990","증가로23나길 3","202405~202605","신규","-","","","연립다세대"
"271","서울특별시 서대문구 북가좌동","290-12","0290","0012","삼원빌라","월세","37.2400","202405","11","1,000","35","-1","1994","증가로23길 11","202406~202605","신규","-","","","연립다세대"
"272","서울특별시 서대문구 북가좌동","277-7","0277","0007","명타운(277-7)","전세","45.9000","202405","10","12,000","0","4","1994","증가로28안길 28","202406~202606","신규","-","","","연립다세대"
"273","서울특별시 서대문구 북가좌동","295-8","0295","0008","오성드림빌","전세","48.4800","202405","10","22,000","0","2","2016","증가로23길 32","202406~202606","신규","-","","","연립다세대"
"274","서울특별시 서대문구 북가좌동","278-23","0278","0023","대흥아트빌(278-23)","전세","36.1800","202405","10","14,500","0","4","2003","증가로28안길 33","202405~202605","갱신","사용","16,800","0","연립다세대"
"275","서울특별시 서대문구 북가좌동","277-7","0277","0007","명타운(277-7)","전세","45.9000","202405","10","12,000","0","4","1994","증가로28안길 28","202406~202606","신규","-","","","연립다세대"
"276","서울특별시 서대문구 북가좌동","5-129","0005","0129","현대빌라(나동(5-129))","전세","113.1200","202405","09","23,000","0","2","1983","명지대3길 47-16","202409~202609","갱신","-","21,000","0","연립다세대"
"277","서울특별시 서대문구 북가좌동","350-20","0350","0020","신안월드(350-20)","월세","17.6400","202405","09","500","40","3","2003","불광천길 24","202405~202505","신규","-","","","연립다세대"
"278","서울특별시 서대문구 북가좌동","325-27","0325","0027","대우하이츠","월세","47.1600","202405","09","3,000","80","4","2002","증가로29길 20-23","202406~202606","신규","-","","","연립다세대"
"279","서울특별시 서대문구 북가좌동","344-1","0344","0001","우성하이츠빌라","전세","64.3500","202405","08","19,000","0","1","1993","증가로31길 26","202405~202606","갱신","-","17,000","0","연립다세대"
"280","서울특별시 서대문구 북가좌동","5-132","0005","0132","정원하이츠빌","월세","101.3100","202405","07","7,000","30","4","2002","증가로24길 29-28","202407~202602","신규","-","","","연립다세대"
"281","서울특별시 서대문구 북가좌동","350-3","0350","0003","그린빌라","전세","81.0000","202405","07","28,000","0","3","1993","거북골로23길 70","202406~202606","신규","-","","","연립다세대"
"282","서울특별시 서대문구 북가좌동","346-21","0346","0021","부성(346-21)","월세","32.4500","202405","06","2,000","75","5","2006","거북골로24길 33","202406~202606","신규","-","","","연립다세대"
